foa_id,title,agency,posting_date,close_date,award_ceiling,award_floor,description,eligibility,source,source_url,retrieved_at,tags_data_types,tags_tech_focus
HQ003425NFOEASD03,DoD Cyber Service Academy (DoD CSA),"Jonathan Bertsch
Grantor","Jan 23, 2025 12:00:00 AM EST","Jan 22, 2030 12:00:00 AM EST",20000000,50000,"<p><strong><em><u>See the ""Related Documents"" and ""Package"" tabs for the complete application package, including the full text of the Notice of Funding Opportunity.</u></em></strong></p><p><br></p><p>The Department of Defense (DoD) Cyber Service Academy (CSA) is authorized by Chapter 112 of title 10, United States Code, Section 2200. The purpose of the program is to support the recruitment of new cyber talent and the retention of current highly skilled professionals within the DoD cyber workforce. Additionally, this program serves to enhance the national pipeline for the development of cyber personnel by providing grants to institutions of higher education.</p><p><br></p><p>Regionally and nationally accredited U.S. institutions of higher education, designated under the National Centers of Academic Excellence in Cybersecurity (NCAE-C) and known as National Centers of Academic Excellence in Cyber Defense, Research, and/or Cyber Operations (hereinafter referred to as NCAE-Cs) are invited to submit proposals for developing and managing a full-time, institution-based, grant-funded scholarship program in cyber-related disciplines for Academic Year 2024- 2025. NCAE-Cs may propose collaboration with other accredited institutions, and are encouraged to include accredited post-secondary minority institutions. NCAE-Cs must be in good standing with the NCAE-C Program Office and not be delinquent on any required documentation by the NCAE-C Program Office.</p><p><br></p><p>Consistent with 10 U.S.C. 2200b, NCAE-C proposals to this solicitation may also request modest collateral support for purposes of institutional capacity building to include faculty development, laboratory improvements, and/or curriculum development, in cyber-related topics to providing a strong foundation for a DoD CSA.</p>","Others (see text field entitled ""Additional Information on Eligibility"" for clarification)",grants.gov,https://www.grants.gov/search-results-detail/358380,2026-02-27T12:42:31.912834+00:00,Text / Document Data,Cybersecurity / Privacy
